lcr name:,KeySight E4980A
Name and description of Resistor under test: ,4T-F(BPO)+F(BPO)-M(BPO)+M(BNC)-F(BNC)+F(BNC)-M(BNC_zero)==BPO-BNC Zero
GPIB source:,<bound method MessageBasedResource.read of <'GPIBInstrument'('GPIB0::17::INSTR')>>
2022-09-23,12:50:17
select the freq range,"[50, 100, 200, 300, 500, 800, 1000, 1591.5494309189535, 2000, 3000, 5000]"
300.0,8.428899013e-08,0.04290723061
300.0,8.434329462e-08,0.04290004152
300.0,8.433846079e-08,0.04289297904
300.0,8.427064389e-08,0.04288722282
300.0,8.432997382e-08,0.04288004898
300.0,8.428949545e-08,0.04287201778
300.0,8.437231075e-08,0.04286379036
300.0,8.416243089e-08,0.04285765173
Freq,300,Rs,0.04291187674125,3.507974339263579e-05,Ls,8.4309888676875e-08,5.604849046368575e-11
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC ON;:APER LONG,16;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:CURR:LEV 0.1;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 300;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 0.1;:OUTP:DC:ISOL:LEV:VAL 0.1;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
500.0,7.841751029e-08,0.04285461373
500.0,7.848511681e-08,0.04284811814
500.0,7.853547408e-08,0.04284198964
500.0,7.845731322e-08,0.04283716935
500.0,7.848023296e-08,0.04283215819
500.0,7.850674323e-08,0.04282549574
500.0,7.847797126e-08,0.04281954854
500.0,7.841556164e-08,0.04281334776
500.0,7.841117976e-08,0.04280803433
500.0,7.847335382e-08,0.0428018386
500.0,7.84585603e-08,0.04279626608
500.0,7.843897879e-08,0.04279136405
500.0,7.836405554e-08,0.04278682525
500.0,7.840721768e-08,0.04278125779
500.0,7.839424579e-08,0.04277709346
500.0,7.842074056e-08,0.04277192577
Freq,500,Rs,0.042811690401250005,2.6450856116088997e-05,Ls,7.8446515983125e-08,4.54493555713022e-11
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC ON;:APER LONG,16;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:CURR:LEV 0.1;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 500;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 0.1;:OUTP:DC:ISOL:LEV:VAL 0.1;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
800.0,7.663641516e-08,0.04277149169
800.0,7.662298971e-08,0.04276790439
800.0,7.661132674e-08,0.04276439876
800.0,7.66663006e-08,0.04276179309
800.0,7.666108522e-08,0.0427578139
800.0,7.661193097e-08,0.04275413278
800.0,7.664223711e-08,0.0427512612
800.0,7.664147795e-08,0.04274895288
800.0,7.663150269e-08,0.04274674225
800.0,7.662772637e-08,0.04274425921
800.0,7.665266461e-08,0.04274205164
800.0,7.662424894e-08,0.04273959719
800.0,7.666631033e-08,0.04273697423
800.0,7.662565979e-08,0.04273448089
800.0,7.66582678e-08,0.04273218638
800.0,7.663553551e-08,0.04272929812
Freq,800,Rs,0.0427489586625,1.3073397595270125e-05,Ls,7.663847996875001e-08,1.8076891789554082e-11
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC ON;:APER LONG,16;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:CURR:LEV 0.1;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 800;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 0.1;:OUTP:DC:ISOL:LEV:VAL 0.1;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
1000.0,7.60106392e-08,0.04271525422
1000.0,7.602607036e-08,0.04271201526
1000.0,7.603126246e-08,0.04270903733
1000.0,7.604652078e-08,0.04270636359
1000.0,7.604643112e-08,0.04270438718
1000.0,7.600789785e-08,0.04270197446
1000.0,7.60162612e-08,0.04269971561
1000.0,7.603595359e-08,0.04269697217
1000.0,7.603670042e-08,0.0426947883
1000.0,7.6043045e-08,0.04269189862
1000.0,7.603677348e-08,0.04268828387
1000.0,7.605354093e-08,0.04268574656
1000.0,7.603323872e-08,0.04268230199
1000.0,7.600909322e-08,0.04267933492
1000.0,7.600998089e-08,0.04267619241
1000.0,7.606224269e-08,0.04267376958
Freq,1000,Rs,0.042694877254375,1.3012978685549179e-05,Ls,7.6031603244375e-08,1.694979762476325e-11
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC ON;:APER LONG,16;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:CURR:LEV 0.1;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 1000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 0.1;:OUTP:DC:ISOL:LEV:VAL 0.1;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
1591.5494309189535,7.611594777e-08,0.0426676569
1591.5494309189535,7.615515737e-08,0.04266461449
1591.5494309189535,7.613888339e-08,0.04266263336
1591.5494309189535,7.612838663e-08,0.04265941904
1591.5494309189535,7.613859342e-08,0.04265684066
1591.5494309189535,7.612286261e-08,0.04265435838
1591.5494309189535,7.612893507e-08,0.04265228196
1591.5494309189535,7.613329335e-08,0.04265055024
1591.5494309189535,7.613124528e-08,0.04264824307
1591.5494309189535,7.614261093e-08,0.04264545802
1591.5494309189535,7.613065686e-08,0.04264371549
1591.5494309189535,7.615896959e-08,0.04264131165
1591.5494309189535,7.615165006e-08,0.04263962646
1591.5494309189535,7.615249488e-08,0.0426383515
1591.5494309189535,7.615034161e-08,0.0426366409
1591.5494309189535,7.613555287e-08,0.04263402705
Freq,1591.5494309189535,Rs,0.042649733073125,1.0518007392204741e-05,Ls,7.6138473855625e-08,1.2434792198609666e-11
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC ON;:APER LONG,16;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:CURR:LEV 0.1;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 1592;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 0.1;:OUTP:DC:ISOL:LEV:VAL 0.1;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
2000.0,7.670858144e-08,0.04263565399
2000.0,7.669525546e-08,0.04263312581
2000.0,7.66960616e-08,0.04263131809
2000.0,7.670208893e-08,0.0426296653
2000.0,7.66984424e-08,0.04262848519
2000.0,7.669469255e-08,0.04262627478
2000.0,7.670513892e-08,0.04262407105
2000.0,7.670997705e-08,0.04262178758
2000.0,7.669606302e-08,0.0426189853
2000.0,7.669430811e-08,0.04261671285
2000.0,7.669860347e-08,0.04261557609
2000.0,7.66952017e-08,0.04261437286
2000.0,7.669604168e-08,0.04261196353
2000.0,7.67001621e-08,0.04260930428
2000.0,7.67015003e-08,0.04260844
2000.0,7.669592439e-08,0.04260646487
Freq,2000,Rs,0.042620762598125,9.379317891794823e-06,Ls,7.669925269500001e-08,4.973688106633349e-12
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC ON;:APER LONG,16;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:CURR:LEV 0.1;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 2000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 0.1;:OUTP:DC:ISOL:LEV:VAL 0.1;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
3000.0,7.681684937e-08,0.04260501331
3000.0,7.681592753e-08,0.04260374956
3000.0,7.681487464e-08,0.04260204622
3000.0,7.682993216e-08,0.04260034336
3000.0,7.683556359e-08,0.04259829854
3000.0,7.681163976e-08,0.0425975014
3000.0,7.682982974e-08,0.04259608434
3000.0,7.680363108e-08,0.04259477735
3000.0,7.682524005e-08,0.04259356556
3000.0,7.68201633e-08,0.04259163338
3000.0,7.683255554e-08,0.04259033148
3000.0,7.67964915e-08,0.04258892408
3000.0,7.681427738e-08,0.04258776412
3000.0,7.682025083e-08,0.0425862801
3000.0,7.683055799e-08,0.04258528758
3000.0,7.682692047e-08,0.04258440093
Freq,3000,Rs,0.042594125081875,6.674861047995647e-06,Ls,7.6820294058125e-08,1.082183180374066e-11
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC ON;:APER LONG,16;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:CURR:LEV 0.1;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 3000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 0.1;:OUTP:DC:ISOL:LEV:VAL 0.1;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
5000.0,7.638287933e-08,0.04262537637
5000.0,7.637328413e-08,0.04262487296
5000.0,7.638461539e-08,0.04262359479
5000.0,7.637954515e-08,0.04262262074
5000.0,7.638197799e-08,0.04262221446
5000.0,7.638266053e-08,0.04262163571
5000.0,7.638282073e-08,0.04262019106
5000.0,7.637888988e-08,0.04261890415
5000.0,7.63769164e-08,0.04261762897
5000.0,7.637124463e-08,0.04261647706
5000.0,7.638669425e-08,0.04261565858
5000.0,7.638698128e-08,0.04261463209
5000.0,7.638094954e-08,0.04261294031
5000.0,7.638604693e-08,0.04261156454
5000.0,7.637650084e-08,0.0426109619
5000.0,7.638432499e-08,0.04260961193
Freq,5000,Rs,0.04261805535125,5.14485407133214e-06,Ls,7.638102074937499e-08,4.6657906689975906e-12
